kodeprov,namaprov,kodekab,namakab,kodekec,namakec
14086,RIAU,14166,KAMPAR,14358,BANGKINANG
14086,RIAU,14166,KAMPAR,14167,BANGKINANG KOTA
14086,RIAU,14166,KAMPAR,14400,GUNUNG SAHILAN
14086,RIAU,14166,KAMPAR,14373,KAMPA
14086,RIAU,14166,KAMPAR,14172,KAMPAR
14086,RIAU,14166,KAMPAR,14234,KAMPAR KIRI
14086,RIAU,14166,KAMPAR,14251,KAMPAR KIRI HILIR
14086,RIAU,14166,KAMPAR,14266,KAMPAR KIRI HULU
14086,RIAU,14166,KAMPAR,14388,KAMPAR KIRI TENGAH
14086,RIAU,14166,KAMPAR,14380,KAMPAR UTARA
14086,RIAU,14166,KAMPAR,14407,KOTO KAMPAR HULU
14086,RIAU,14166,KAMPAR,14214,KUOK
14086,RIAU,14166,KAMPAR,14368,PERHENTIAN RAJA
14086,RIAU,14166,KAMPAR,14351,RUMBIO JAYA
14086,RIAU,14166,KAMPAR,14344,SALO
14086,RIAU,14166,KAMPAR,14221,SIAK HULU
14086,RIAU,14166,KAMPAR,14185,TAMBANG
14086,RIAU,14166,KAMPAR,14288,TAPUNG
14086,RIAU,14166,KAMPAR,14313,TAPUNG HILIR
14086,RIAU,14166,KAMPAR,14330,TAPUNG HULU
14086,RIAU,14166,KAMPAR,14200,XIII KOTO KAMPAR
14086,RIAU,14087,KEPULAUAN MERANTI,14144,MERBAU
14086,RIAU,14087,KEPULAUAN MERANTI,83480,PULAUMERBAU
14086,RIAU,14087,KEPULAUAN MERANTI,14121,RANGSANG
14086,RIAU,14087,KEPULAUAN MERANTI,14105,RANGSANG BARAT
14086,RIAU,14087,KEPULAUAN MERANTI,83483,RANGSANG PESISIR
14086,RIAU,14087,KEPULAUAN MERANTI,83482,TASIK PUTRI PUYU
14086,RIAU,14087,KEPULAUAN MERANTI,14088,TEBING TINGGI
14086,RIAU,14087,KEPULAUAN MERANTI,14135,TEBING TINGGI BARAT
14086,RIAU,14087,KEPULAUAN MERANTI,83481,TEBING TINGGI TIMUR
14086,RIAU,15846,KOTA DUMAI,15868,BUKIT KAPUR
14086,RIAU,15846,KOTA DUMAI,15847,DUMAI BARAT
14086,RIAU,15846,KOTA DUMAI,83421,DUMAI KOTA
14086,RIAU,15846,KOTA DUMAI,83422,DUMAI SELATAN
14086,RIAU,15846,KOTA DUMAI,15858,DUMAI TIMUR
14086,RIAU,15846,KOTA DUMAI,15880,MEDANG KAMPAI
14086,RIAU,15846,KOTA DUMAI,15874,SUNGAI SEMBILAN
14086,RIAU,15775,KOTA PEKANBARU,15813,BUKIT RAYA
14086,RIAU,15775,KOTA PEKANBARU,15795,LIMA PULUH
14086,RIAU,15775,KOTA PEKANBARU,15823,MARPOYAN DAMAI
14086,RIAU,15775,KOTA PEKANBARU,15834,PAYUNG SEKAKI
14086,RIAU,15775,KOTA PEKANBARU,15784,PEKANBARU KOTA
14086,RIAU,15775,KOTA PEKANBARU,15807,RUMBAI
14086,RIAU,15775,KOTA PEKANBARU,15839,RUMBAI PESISIR
14086,RIAU,15775,KOTA PEKANBARU,15791,SAIL
14086,RIAU,15775,KOTA PEKANBARU,15800,SENAPELAN
14086,RIAU,15775,KOTA PEKANBARU,15776,SUKAJADI
14086,RIAU,15775,KOTA PEKANBARU,15818,TAMPAN
14086,RIAU,15775,KOTA PEKANBARU,15829,TENAYAN RAYA
14086,RIAU,15553,KUANTAN SINGINGI,15668,BENAI
14086,RIAU,15553,KUANTAN SINGINGI,15655,CERENTI
14086,RIAU,15553,KUANTAN SINGINGI,15695,GUNUNGTOAR
14086,RIAU,15553,KUANTAN SINGINGI,15763,HULU KUANTAN
14086,RIAU,15553,KUANTAN SINGINGI,15751,INUMAN
14086,RIAU,15553,KUANTAN SINGINGI,15626,KUANTAN HILIR
14086,RIAU,15553,KUANTAN SINGINGI,83477,KUANTAN HILIR SEBERANG
14086,RIAU,15553,KUANTAN SINGINGI,15554,KUANTAN MUDIK
14086,RIAU,15553,KUANTAN SINGINGI,15585,KUANTAN TENGAH
14086,RIAU,15553,KUANTAN SINGINGI,15737,LOGAS TANAH DARAT
14086,RIAU,15553,KUANTAN SINGINGI,15722,PANGEAN
14086,RIAU,15553,KUANTAN SINGINGI,83479,PUCUK RANTAU
14086,RIAU,15553,KUANTAN SINGINGI,83478,SENTAJO RAYA
14086,RIAU,15553,KUANTAN SINGINGI,15612,SINGINGI
14086,RIAU,15553,KUANTAN SINGINGI,15709,SINGINGI HILIR
14086,RIAU,14955,PELALAWAN,15074,BANDAR PETALANGAN
14086,RIAU,14955,PELALAWAN,15068,BANDAR SEI KIJANG
14086,RIAU,14955,PELALAWAN,15036,BUNUT
14086,RIAU,14955,PELALAWAN,15025,KERUMUTAN
14086,RIAU,14955,PELALAWAN,15057,KUALA KAMPAR
14086,RIAU,14955,PELALAWAN,15006,LANGGAM
14086,RIAU,14955,PELALAWAN,14968,PANGKALAN KERINCI
14086,RIAU,14955,PELALAWAN,14977,PANGKALAN KURAS
14086,RIAU,14955,PELALAWAN,14995,PANGKALAN LESUNG
14086,RIAU,14955,PELALAWAN,15015,PELALAWAN
14086,RIAU,14955,PELALAWAN,15047,TELUK MERANTI
14086,RIAU,14955,PELALAWAN,14956,UKUI
14086,RIAU,15254,ROKAN HILIR,15314,BAGAN SINEMBAH
14086,RIAU,15254,ROKAN HILIR,15271,BANGKO
14086,RIAU,15254,ROKAN HILIR,15369,BANGKO PUSAKO
14086,RIAU,15254,ROKAN HILIR,15390,BATU HAMPAR
14086,RIAU,15254,ROKAN HILIR,15255,KUBU
14086,RIAU,15254,ROKAN HILIR,83476,KUBU BABUSSALAM
14086,RIAU,15254,ROKAN HILIR,15338,PASIR LIMAU KAPAS
14086,RIAU,15254,ROKAN HILIR,15401,PEKAITAN
14086,RIAU,15254,ROKAN HILIR,15350,PUJUD
14086,RIAU,15254,ROKAN HILIR,15396,RANTAU KOPAR
14086,RIAU,15254,ROKAN HILIR,15301,RIMBA MELINTANG
14086,RIAU,15254,ROKAN HILIR,15383,SIMPANG KANAN
14086,RIAU,15254,ROKAN HILIR,15345,SINABOI
14086,RIAU,15254,ROKAN HILIR,15287,TANAH PUTIH
14086,RIAU,15254,ROKAN HILIR,15363,TANAH PUTIH TANJUNG MELAWAN
14086,RIAU,15087,ROKAN HULU,15203,BANGUN PURBA
14086,RIAU,15087,ROKAN HULU,15228,BONAI DARUSSALAM
14086,RIAU,15087,ROKAN HULU,15221,KABUN
14086,RIAU,15087,ROKAN HULU,15137,KEPENUHAN
14086,RIAU,15087,ROKAN HULU,15242,KEPENUHAN HULU
14086,RIAU,15087,ROKAN HULU,15148,KUNTO DARUSSALAM
14086,RIAU,15087,ROKAN HULU,15236,PAGARAN TAPAH DARUSSALAM
14086,RIAU,15087,ROKAN HULU,15248,PENDALIAN IV KOTO
14086,RIAU,15087,ROKAN HULU,15109,RAMBAH
14086,RIAU,15087,ROKAN HULU,15177,RAMBAH HILIR
14086,RIAU,15087,ROKAN HULU,15162,RAMBAH SAMO
14086,RIAU,15087,ROKAN HULU,15094,ROKAN IV KOTO
14086,RIAU,15087,ROKAN HULU,15124,TAMBUSAI
14086,RIAU,15087,ROKAN HULU,15191,TAMBUSAI UTARA
14086,RIAU,15087,ROKAN HULU,15211,TANDUN
14086,RIAU,15087,ROKAN HULU,15088,UJUNG BATU
14086,RIAU,15412,SIAK,15488,BUNGA RAYA
14086,RIAU,15412,SIAK,15463,DAYUN
14086,RIAU,15412,SIAK,15510,KANDIS
14086,RIAU,15412,SIAK,15475,KERINCI KANAN
14086,RIAU,15412,SIAK,15499,KOTO GASIB
14086,RIAU,15412,SIAK,15521,LUBUK DALAM
14086,RIAU,15412,SIAK,15537,MEMPURA
14086,RIAU,15412,SIAK,15438,MINAS
14086,RIAU,15412,SIAK,15545,PUSAKO
14086,RIAU,15412,SIAK,15528,SABAK AUH
14086,RIAU,15412,SIAK,15413,SIAK
14086,RIAU,15412,SIAK,15422,SUNGAI APIT
14086,RIAU,15412,SIAK,15453,SUNGAI MANDAU
14086,RIAU,15412,SIAK,15444,TUALANG
15885,JAMBI,16576,BATANGHARI,16681,BAJUBANG
15885,JAMBI,16576,BATANGHARI,16629,BATIN XXIV
15885,JAMBI,16576,BATANGHARI,16691,MARO SEBO ILIR
15885,JAMBI,16576,BATANGHARI,16666,MARO SEBO ULU
15885,JAMBI,16576,BATANGHARI,16577,MERSAM
15885,JAMBI,16576,BATANGHARI,16608,MUARA BULIAN
15885,JAMBI,16576,BATANGHARI,16594,MUARA TEMBESI
15885,JAMBI,16576,BATANGHARI,16647,PEMAYUNG
15885,JAMBI,17051,BUNGO,17159,BATHIN III
15885,JAMBI,17051,BUNGO,17179,BATHIN III ULU
15885,JAMBI,17051,BUNGO,17189,BATHIN II PELAYANG
15885,JAMBI,17051,BUNGO,17153,BATIN II BABEKO
15885,JAMBI,17051,BUNGO,17168,BUNGO DANI
15885,JAMBI,17051,BUNGO,17077,JUJUHAN
15885,JAMBI,17051,BUNGO,17207,JUJUHAN ILIR
15885,JAMBI,17051,BUNGO,17111,LIMBUR LUBUK MENGKUANG
15885,JAMBI,17051,BUNGO,17126,MUKO-MUKO BATHIN VII
15885,JAMBI,17051,BUNGO,17071,PASAR MUARO BUNGO
15885,JAMBI,17051,BUNGO,17097,PELEPAT
15885,JAMBI,17051,BUNGO,17135,PELEPAT ILIR
15885,JAMBI,17051,BUNGO,17064,RANTAU PANDAN
15885,JAMBI,17051,BUNGO,17174,RIMBO TENGAH
15885,JAMBI,17051,BUNGO,17086,TANAH SEPENGGAL
15885,JAMBI,17051,BUNGO,17195,TANAH SEPENGGAL LINTAS
15885,JAMBI,17051,BUNGO,17052,TANAH TUMBUH
15885,JAMBI,15961,KERINCI,16010,AIR HANGAT
15885,JAMBI,15961,KERINCI,83484,AIR HANGAT BARAT
15885,JAMBI,15961,KERINCI,16111,AIR HANGAT TIMUR
15885,JAMBI,15961,KERINCI,16045,BATANG MERANGIN
15885,JAMBI,15961,KERINCI,83423,BUKITKERMAN
15885,JAMBI,15961,KERINCI,15979,DANAU KERINCI
15885,JAMBI,15961,KERINCI,16168,DEPATI TUJUH
15885,JAMBI,15961,KERINCI,16033,GUNUNG KERINCI
15885,JAMBI,15961,KERINCI,15962,GUNUNG RAYA
15885,JAMBI,15961,KERINCI,16128,GUNUNG TUJUH
15885,JAMBI,15961,KERINCI,16081,KAYU ARO
15885,JAMBI,15961,KERINCI,83870,KAYU ARO BARAT
15885,JAMBI,15961,KERINCI,16060,KELILING DANAU
15885,JAMBI,15961,KERINCI,15994,SITINJAU LAUT
15885,JAMBI,15961,KERINCI,16140,SIULAK
15885,JAMBI,15961,KERINCI,83869,SIULAK MUKAI
15885,JAMBI,17333,KOTA JAMBI,930089,ALAM BARAJO
15885,JAMBI,17333,KOTA JAMBI,930091,DANAU SIPIN
15885,JAMBI,17333,KOTA JAMBI,17379,DANAU TELUK
15885,JAMBI,17333,KOTA JAMBI,17346,JAMBI SELATAN
15885,JAMBI,17333,KOTA JAMBI,17356,JAMBI TIMUR
15885,JAMBI,17333,KOTA JAMBI,17396,JELUTUNG
15885,JAMBI,17333,KOTA JAMBI,17385,KOTA BARU
15885,JAMBI,17333,KOTA JAMBI,930092,PAAL MERAH
15885,JAMBI,17333,KOTA JAMBI,17367,PASAR JAMBI
15885,JAMBI,17333,KOTA JAMBI,17372,PELAYANGAN
15885,JAMBI,17333,KOTA JAMBI,17334,TELANAIPURA
15885,JAMBI,15886,KOTA SUNGAI PENUH,15923,HAMPARAN RAWANG
15885,JAMBI,15886,KOTA SUNGAI PENUH,83487,KOTO BARU
15885,JAMBI,15886,KOTA SUNGAI PENUH,15951,KUMUN DEBAI
15885,JAMBI,15886,KOTA SUNGAI PENUH,15907,PESISIR BUKIT
15885,JAMBI,15886,KOTA SUNGAI PENUH,83486,PONDOK TINGGI
15885,JAMBI,15886,KOTA SUNGAI PENUH,83488,SUNGAI BUNGKAL
15885,JAMBI,15886,KOTA SUNGAI PENUH,15887,SUNGAI PENUH
15885,JAMBI,15886,KOTA SUNGAI PENUH,15937,TANAH KAMPUNG
15885,JAMBI,16183,MERANGIN,16196,BANGKO
15885,JAMBI,16183,MERANGIN,16292,BANGKO  BARAT
15885,JAMBI,16183,MERANGIN,16307,BATANG MASUMAI
15885,JAMBI,16183,MERANGIN,16184,JANGKAT
15885,JAMBI,16183,MERANGIN,16362,JANGKAT TIMUR
15885,JAMBI,16183,MERANGIN,16276,LEMBAH MASURAI
15885,JAMBI,16183,MERANGIN,16385,MARGO TABIR
15885,JAMBI,16183,MERANGIN,16205,MUARA SIAU
15885,JAMBI,16183,MERANGIN,16299,NALO TANTAN
15885,JAMBI,16183,MERANGIN,16246,PAMENANG
15885,JAMBI,16183,MERANGIN,16318,PAMENANG BARAT
15885,JAMBI,16183,MERANGIN,16380,PAMENANG SELATAN
15885,JAMBI,16183,MERANGIN,16353,PANGKALAN JAMBU
15885,JAMBI,16183,MERANGIN,16375,RENAH PAMENANG
15885,JAMBI,16183,MERANGIN,16340,RENAH PEMBARAP
15885,JAMBI,16183,MERANGIN,16223,SUNGAI MANAU
15885,JAMBI,16183,MERANGIN,16234,TABIR
15885,JAMBI,16183,MERANGIN,16398,TABIR BARAT
15885,JAMBI,16183,MERANGIN,16327,TABIR ILIR
15885,JAMBI,16183,MERANGIN,16392,TABIR LINTAS
15885,JAMBI,16183,MERANGIN,16268,TABIR SELATAN
15885,JAMBI,16183,MERANGIN,16335,TABIR TIMUR
15885,JAMBI,16183,MERANGIN,16261,TABIR ULU
15885,JAMBI,16183,MERANGIN,16413,TIANG PUMPUNG
15885,JAMBI,16699,MUARO JAMBI,16840,BAHAR SELATAN
15885,JAMBI,16699,MUARO JAMBI,83485,BAHAR UTARA
15885,JAMBI,16699,MUARO JAMBI,16700,JAMBI LUAR KOTA
15885,JAMBI,16699,MUARO JAMBI,16736,KUMPEH
15885,JAMBI,16699,MUARO JAMBI,16783,KUMPEH ULU
15885,JAMBI,16699,MUARO JAMBI,16754,MARO SEBO
15885,JAMBI,16699,MUARO JAMBI,16767,MESTONG
15885,JAMBI,16699,MUARO JAMBI,16719,SEKERNAN
15885,JAMBI,16699,MUARO JAMBI,16801,SUNGAI BAHAR
15885,JAMBI,16699,MUARO JAMBI,16813,SUNGAI GELAM
15885,JAMBI,16699,MUARO JAMBI,16851,TAMAN RAJO
15885,JAMBI,16420,SAROLANGUN,16528,AIR HITAM
15885,JAMBI,16420,SAROLANGUN,16421,BATANG ASAI
15885,JAMBI,16420,SAROLANGUN,16539,BATHIN VIII
15885,JAMBI,16420,SAROLANGUN,16567,CERMIN NAN GEDANG
15885,JAMBI,16420,SAROLANGUN,16444,LIMUN
15885,JAMBI,16420,SAROLANGUN,16507,MANDIANGIN
15885,JAMBI,16420,SAROLANGUN,16476,PAUH
15885,JAMBI,16420,SAROLANGUN,16492,PELAWAN
15885,JAMBI,16420,SAROLANGUN,16460,SAROLANGUN
15885,JAMBI,16420,SAROLANGUN,16556,SINGKUT
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16903,BATANG ASAM
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16883,BETARA
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16928,BRAM ITAM
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16933,KUALA BETARA
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16888,MERLUNG
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16917,MUARA PAPALIK
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16878,PENGABUAN
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16910,RENAH MENDALUH
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16923,SEBERANG KOTA
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16938,SENYERANG
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16897,TEBING TINGGI
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16871,TUNGKAL ILIR
15885,JAMBI,16862,TANJUNG JABUNG BARAT,16863,TUNGKAL ULU
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,17044,BERBAK
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,17003,DENDANG
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,17034,GERAGAI
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,17019,KUALA JAMBI
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,16971,MENDAHARA
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,17026,MENDAHARA ULU
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,17011,MUARA SABAK BARAT
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,16947,MUARA SABAK TIMUR
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,16960,NIPAH PANJANG
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,16981,RANTAU RASAU
15885,JAMBI,16946,TANJUNG JABUNG TIMUR,16993,S A D U
15885,JAMBI,17215,TEBO,17325,MUARA TABIR
15885,JAMBI,17215,TEBO,17254,RIMBO BUJANG
15885,JAMBI,17215,TEBO,17294,RIMBO ILIR
15885,JAMBI,17215,TEBO,17287,RIMBO ULU
15885,JAMBI,17215,TEBO,17310,SERAI SERUMPUN
15885,JAMBI,17215,TEBO,17263,SUMAY
15885,JAMBI,17215,TEBO,17229,TEBO ILIR
15885,JAMBI,17215,TEBO,17216,TEBO TENGAH
15885,JAMBI,17215,TEBO,17241,TEBO ULU
15885,JAMBI,17215,TEBO,17304,TENGAH ILIR
15885,JAMBI,17215,TEBO,17276,VII KOTO
15885,JAMBI,17215,TEBO,17319,VII KOTO ILIR
17404,SUMATERA SELATAN,19172,BANYUASIN,83494,AIR KUMBANG
17404,SUMATERA SELATAN,19172,BANYUASIN,19479,AIR SALEK
17404,SUMATERA SELATAN,19172,BANYUASIN,19173,BANYUASIN I
17404,SUMATERA SELATAN,19172,BANYUASIN,19202,BANYUASIN II
17404,SUMATERA SELATAN,19172,BANYUASIN,19224,BANYUASIN III
17404,SUMATERA SELATAN,19172,BANYUASIN,19293,BETUNG
17404,SUMATERA SELATAN,19172,BANYUASIN,19375,MAKARTI JAYA
17404,SUMATERA SELATAN,19172,BANYUASIN,19336,MUARA PADANG
17404,SUMATERA SELATAN,19172,BANYUASIN,19456,MUARA SUGIHAN
17404,SUMATERA SELATAN,19172,BANYUASIN,19352,MUARA TELANG
17404,SUMATERA SELATAN,19172,BANYUASIN,19263,PULAU RIMAU
17404,SUMATERA SELATAN,19172,BANYUASIN,19315,RAMBUTAN
17404,SUMATERA SELATAN,19172,BANYUASIN,19403,RANTAU BAYUR
17404,SUMATERA SELATAN,19172,BANYUASIN,83430,SEMBAWA
17404,SUMATERA SELATAN,19172,BANYUASIN,83429,SUAK TAPEH
17404,SUMATERA SELATAN,19172,BANYUASIN,83493,SUMBER MARGA TELANG
17404,SUMATERA SELATAN,19172,BANYUASIN,19390,TALANG KELAPA
17404,SUMATERA SELATAN,19172,BANYUASIN,19440,TANJUNG LAGO
17404,SUMATERA SELATAN,19172,BANYUASIN,19425,TUNGKAL ILIR
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,20464,LINTANG KANAN
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,20346,MUARA PINANG
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,20496,PASEMAH AIR KERUH
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,20369,PENDOPO
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,83496,PENDOPO BARAT
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,83495,SALING
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,83431,SIKAP DALAM
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,20482,TALANG PADANG
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,20426,TEBING TINGGI
17404,SUMATERA SELATAN,20345,EMPAT LAWANG,20400,ULU MUSI
17404,SUMATERA SELATAN,20677,KOTA LUBUKLINGGAU,20687,LUBUK LINGGAU BARAT I
17404,SUMATERA SELATAN,20677,KOTA LUBUKLINGGAU,20728,LUBUK LINGGAU BARAT II
17404,SUMATERA SELATAN,20677,KOTA LUBUKLINGGAU,20699,LUBUK LINGGAU SELATAN I
17404,SUMATERA SELATAN,20677,KOTA LUBUKLINGGAU,20737,LUBUK LINGGAU SELATAN II
17404,SUMATERA SELATAN,20677,KOTA LUBUKLINGGAU,20678,LUBUK LINGGAU TIMUR I
17404,SUMATERA SELATAN,20677,KOTA LUBUKLINGGAU,20718,LUBUK LINGGAU TIMUR II
17404,SUMATERA SELATAN,20677,KOTA LUBUKLINGGAU,20707,LUBUK LINGGAU UTARA I
17404,SUMATERA SELATAN,20677,KOTA LUBUKLINGGAU,20747,LUBUK LINGGAU UTARA II
17404,SUMATERA SELATAN,20636,KOTA PAGAR ALAM,20665,DEMPO SELATAN
17404,SUMATERA SELATAN,20636,KOTA PAGAR ALAM,20671,DEMPO TENGAH
17404,SUMATERA SELATAN,20636,KOTA PAGAR ALAM,20657,DEMPO UTARA
17404,SUMATERA SELATAN,20636,KOTA PAGAR ALAM,20648,PAGAR ALAM SELATAN
17404,SUMATERA SELATAN,20636,KOTA PAGAR ALAM,20637,PAGAR ALAM UTARA
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20626,ALANG-ALANG LEBAR
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20598,BUKIT KECIL
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20605,GANDUS
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20540,ILIR BARAT I
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20513,ILIR BARAT II
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20547,ILIR TIMUR I
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20559,ILIR TIMUR II
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,931159,ILIR TIMUR III
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,931158,JAKABARING
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20592,KALIDONI
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20585,KEMUNING
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20611,KERTAPATI
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20618,PLAJU
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20580,SAKO
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20521,SEBERANG ULU I
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20532,SEBERANG ULU II
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20631,SEMATANG BORANG
17404,SUMATERA SELATAN,20512,KOTA PALEMBANG,20572,SUKARAMI
17404,SUMATERA SELATAN,20758,KOTA PRABUMULIH,20775,CAMBAI
17404,SUMATERA SELATAN,20758,KOTA PRABUMULIH,20759,PRABUMULIH BARAT
17404,SUMATERA SELATAN,20758,KOTA PRABUMULIH,20797,PRABUMULIH SELATAN
17404,SUMATERA SELATAN,20758,KOTA PRABUMULIH,20766,PRABUMULIH TIMUR
17404,SUMATERA SELATAN,20758,KOTA PRABUMULIH,20791,PRABUMULIH UTARA
17404,SUMATERA SELATAN,20758,KOTA PRABUMULIH,20781,RAMBANG KPK TENGAH
17404,SUMATERA SELATAN,18244,LAHAT,18528,GUMAY TALANG
17404,SUMATERA SELATAN,18244,LAHAT,18599,GUMAY ULU
17404,SUMATERA SELATAN,18244,LAHAT,18260,JARAI
17404,SUMATERA SELATAN,18244,LAHAT,18496,KIKIM BARAT
17404,SUMATERA SELATAN,18244,LAHAT,18434,KIKIM SELATAN
17404,SUMATERA SELATAN,18244,LAHAT,18486,KIKIM TENGAH
17404,SUMATERA SELATAN,18244,LAHAT,18453,KIKIM TIMUR
17404,SUMATERA SELATAN,18244,LAHAT,18282,KOTA AGUNG
17404,SUMATERA SELATAN,18244,LAHAT,18340,LAHAT
17404,SUMATERA SELATAN,18244,LAHAT,931288,LAHAT SELATAN
17404,SUMATERA SELATAN,18244,LAHAT,18320,MERAPI BARAT
17404,SUMATERA SELATAN,18244,LAHAT,18610,MERAPI SELATAN
17404,SUMATERA SELATAN,18244,LAHAT,18565,MERAPI TIMUR
17404,SUMATERA SELATAN,18244,LAHAT,18635,MUARA PAYANG
17404,SUMATERA SELATAN,18244,LAHAT,931289,MULAK SEBINGKAI
17404,SUMATERA SELATAN,18244,LAHAT,18407,MULAK ULU
17404,SUMATERA SELATAN,18244,LAHAT,18544,PAGAR GUNUNG
17404,SUMATERA SELATAN,18244,LAHAT,18376,PAJAR BULAN
17404,SUMATERA SELATAN,18244,LAHAT,18516,PSEKSU
17404,SUMATERA SELATAN,18244,LAHAT,18305,PULAUPINANG
17404,SUMATERA SELATAN,18244,LAHAT,83492,SUKA MERINDU
17404,SUMATERA SELATAN,18244,LAHAT,18580,TANJUNG SAKTI PUMI
17404,SUMATERA SELATAN,18244,LAHAT,18245,TANJUNGSAKTI PUMU
17404,SUMATERA SELATAN,18244,LAHAT,18620,TANJUNGTEBAT
17404,SUMATERA SELATAN,17895,MUARA ENIM,83489,BELIMBING
17404,SUMATERA SELATAN,17895,MUARA ENIM,83490,BELINDA DARAT
17404,SUMATERA SELATAN,17895,MUARA ENIM,18211,BENAKAT
17404,SUMATERA SELATAN,17895,MUARA ENIM,18012,GELUMBANG
17404,SUMATERA SELATAN,17895,MUARA ENIM,17967,GUNUNG MEGANG
17404,SUMATERA SELATAN,17895,MUARA ENIM,18227,KELEKAR
17404,SUMATERA SELATAN,17895,MUARA ENIM,18036,LAWANG KIDUL
17404,SUMATERA SELATAN,17895,MUARA ENIM,18176,LEMBAK
17404,SUMATERA SELATAN,17895,MUARA ENIM,18120,LUBAI
17404,SUMATERA SELATAN,17895,MUARA ENIM,83491,LUBAI ULU
17404,SUMATERA SELATAN,17895,MUARA ENIM,18235,MUARA BELIDA
17404,SUMATERA SELATAN,17895,MUARA ENIM,17923,MUARA ENIM
17404,SUMATERA SELATAN,17895,MUARA ENIM,18142,RAMBANG
17404,SUMATERA SELATAN,17895,MUARA ENIM,17940,RAMBANG DANGKU
17404,SUMATERA SELATAN,17895,MUARA ENIM,18044,SEMENDE DARAT LAUT
17404,SUMATERA SELATAN,17895,MUARA ENIM,18055,SEMENDE DARAT TENGAH
17404,SUMATERA SELATAN,17895,MUARA ENIM,18068,SEMENDE DARAT ULU
17404,SUMATERA SELATAN,17895,MUARA ENIM,18156,SUNGAI ROTAN
17404,SUMATERA SELATAN,17895,MUARA ENIM,17896,TANJUNG AGUNG
17404,SUMATERA SELATAN,17895,MUARA ENIM,18079,UJAN MAS
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,83427,BABAT SUPAT
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,19027,BABAT TOMAN
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,18992,BATANG HARI LEKO
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,19095,BAYUNG LENCIR
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,19081,KELUANG
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,18958,LAIS
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,19145,LALAN
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,83426,LAWANG WETAN
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,19130,PLAKAT TINGGI
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,19009,SANGA DESA
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,18943,SEKAYU
17404,SUMATERA SELATAN,18942,MUSI BANYUASIN,18972,SUNGAI KERUH
