kodeprov,namaprov,kodekab,namakab,kodekec,namakec
1,ACEH,1492,ACEH BARAT,1672,ARONGAN LAMBALEK
1,ACEH,1492,ACEH BARAT,1654,BUBON
1,ACEH,1492,ACEH BARAT,1493,JOHAN PAHLAWAN
1,ACEH,1492,ACEH BARAT,1515,KAWAY XVI
1,ACEH,1492,ACEH BARAT,1726,MEUREUBO
1,ACEH,1492,ACEH BARAT,1700,PANTE CEUREUMEN
1,ACEH,1492,ACEH BARAT,1804,PANTON REU
1,ACEH,1492,ACEH BARAT,1621,SAMATIGA
1,ACEH,1492,ACEH BARAT,1559,SUNGAI MAS
1,ACEH,1492,ACEH BARAT,1577,WOYLA
1,ACEH,1492,ACEH BARAT,1753,WOYLA BARAT
1,ACEH,1492,ACEH BARAT,1778,WOYLA TIMUR
1,ACEH,4989,ACEH BARAT DAYA,5093,BABAHROT
1,ACEH,4989,ACEH BARAT DAYA,4990,BLANGPIDIE
1,ACEH,4989,ACEH BARAT DAYA,5127,JEUMPA
1,ACEH,4989,ACEH BARAT DAYA,5074,KUALA BATEE
1,ACEH,4989,ACEH BARAT DAYA,5104,LEMBAH SABIL
1,ACEH,4989,ACEH BARAT DAYA,5027,MANGGENG
1,ACEH,4989,ACEH BARAT DAYA,5118,SETIA
1,ACEH,4989,ACEH BARAT DAYA,5045,SUSOH
1,ACEH,4989,ACEH BARAT DAYA,5011,TANGAN-TANGAN
1,ACEH,1824,ACEH BESAR,2391,BAITUSSALAM
1,ACEH,1824,ACEH BESAR,2425,BLANG BINTANG
1,ACEH,1824,ACEH BESAR,2060,DARUL IMARAH
1,ACEH,1824,ACEH BESAR,2376,DARUL KAMAL
1,ACEH,1824,ACEH BESAR,2233,DARUSSALAM
1,ACEH,1824,ACEH BESAR,1883,INDRAPURI
1,ACEH,1824,ACEH BESAR,2134,INGIN JAYA
1,ACEH,1824,ACEH BESAR,2308,KOTA COT GLIE
1,ACEH,1824,ACEH BESAR,2294,KOTA JANTHO
1,ACEH,1824,ACEH BESAR,2405,KRUENG BARONA JAYA
1,ACEH,1824,ACEH BESAR,2185,KUTA BARO
1,ACEH,1824,ACEH BESAR,2341,KUTA MALAKA
1,ACEH,1824,ACEH BESAR,2281,LEMBAH SEULAWAH
1,ACEH,1824,ACEH BESAR,2418,LEUPUNG
1,ACEH,1824,ACEH BESAR,1854,LHOKNGA
1,ACEH,1824,ACEH BESAR,1825,LHOONG
1,ACEH,1824,ACEH BESAR,2120,MESJID RAYA
1,ACEH,1824,ACEH BESAR,1984,MONTASIK
1,ACEH,1824,ACEH BESAR,2093,PEUKAN BADA
1,ACEH,1824,ACEH BESAR,2263,PULO ACEH
1,ACEH,1824,ACEH BESAR,1936,SEULIMEUM
1,ACEH,1824,ACEH BESAR,2357,SIMPANG TIGA
1,ACEH,1824,ACEH BESAR,2024,SUKAMAKMUR
1,ACEH,5286,ACEH JAYA,83452,DARUL HIKMAH
1,ACEH,5286,ACEH JAYA,83451,INDRA JAYA
1,ACEH,5286,ACEH JAYA,5394,JAYA
1,ACEH,5286,ACEH JAYA,5324,KRUENG SABEE
1,ACEH,5286,ACEH JAYA,5443,PANGA
1,ACEH,5286,ACEH JAYA,83453,PASIE RAYA
1,ACEH,5286,ACEH JAYA,5356,SAMPOINIET
1,ACEH,5286,ACEH JAYA,5342,SETIA BAKTI
1,ACEH,5286,ACEH JAYA,5287,TEUNOM
1,ACEH,2,ACEH SELATAN,3,BAKONGAN
1,ACEH,2,ACEH SELATAN,182,BAKONGAN TIMUR
1,ACEH,2,ACEH SELATAN,29,KLUET SELATAN
1,ACEH,2,ACEH SELATAN,190,KLUET TENGAH
1,ACEH,2,ACEH SELATAN,204,KLUET TIMUR
1,ACEH,2,ACEH SELATAN,9,KLUET UTARA
1,ACEH,2,ACEH SELATAN,248,KOTA BAHAGIA
1,ACEH,2,ACEH SELATAN,47,LABUHAN HAJI
1,ACEH,2,ACEH SELATAN,222,LABUHAN HAJI BARAT
1,ACEH,2,ACEH SELATAN,236,LABUHAN HAJI TIMUR
1,ACEH,2,ACEH SELATAN,64,MEUKEK
1,ACEH,2,ACEH SELATAN,161,PASIE RAJA
1,ACEH,2,ACEH SELATAN,87,SAMADUA
1,ACEH,2,ACEH SELATAN,116,SAWANG
1,ACEH,2,ACEH SELATAN,132,TAPAKTUAN
1,ACEH,2,ACEH SELATAN,148,TRUMON
1,ACEH,2,ACEH SELATAN,259,TRUMON TENGAH
1,ACEH,2,ACEH SELATAN,212,TRUMON TIMUR
1,ACEH,4233,ACEH SINGKIL,4329,DANAU PARIS
1,ACEH,4233,ACEH SINGKIL,4285,GUNUNG MERIAH
1,ACEH,4233,ACEH SINGKIL,4311,KOTA BAHARU
1,ACEH,4233,ACEH SINGKIL,4355,KUALA BARU
1,ACEH,4233,ACEH SINGKIL,4234,PULAU BANYAK
1,ACEH,4233,ACEH SINGKIL,4360,PULAU BANYAK BARAT
1,ACEH,4233,ACEH SINGKIL,4242,SIMPANG KANAN
1,ACEH,4233,ACEH SINGKIL,4268,SINGKIL
1,ACEH,4233,ACEH SINGKIL,4321,SINGKIL UTARA
1,ACEH,4233,ACEH SINGKIL,4348,SINGKOHOR
1,ACEH,4233,ACEH SINGKIL,4336,SURO MAKMUR
1,ACEH,5694,ACEH TAMIANG,5872,BANDA MULIA
1,ACEH,5694,ACEH TAMIANG,5883,BANDAR PUSAKA
1,ACEH,5694,ACEH TAMIANG,5732,BENDAHARA
1,ACEH,5694,ACEH TAMIANG,5766,KARANG BARU
1,ACEH,5694,ACEH TAMIANG,5829,KEJURUAN MUDA
1,ACEH,5694,ACEH TAMIANG,5823,KOTA KUALASIMPANG
1,ACEH,5694,ACEH TAMIANG,5695,MANYAK PAYED
1,ACEH,5694,ACEH TAMIANG,5855,RANTAU
1,ACEH,5694,ACEH TAMIANG,5905,SEKERAK
1,ACEH,5694,ACEH TAMIANG,5798,SERUWAY
1,ACEH,5694,ACEH TAMIANG,5845,TAMIANG HULU
1,ACEH,5694,ACEH TAMIANG,5899,TENGGULUN
1,ACEH,1207,ACEH TENGAH,1322,ATU LINTANG
1,ACEH,1207,ACEH TENGAH,1267,BEBESEN
1,ACEH,1207,ACEH TENGAH,1295,BIES
1,ACEH,1207,ACEH TENGAH,1362,BINTANG
1,ACEH,1207,ACEH TENGAH,1459,CELALA
1,ACEH,1207,ACEH TENGAH,1386,JAGONG JEGET
1,ACEH,1207,ACEH TENGAH,1420,KEBAYAKAN
1,ACEH,1207,ACEH TENGAH,1394,KETOL
1,ACEH,1207,ACEH TENGAH,1440,KUTE PANANG
1,ACEH,1207,ACEH TENGAH,1208,LINGE
1,ACEH,1207,ACEH TENGAH,1476,LUT TAWAR
1,ACEH,1207,ACEH TENGAH,1332,PEGASING
1,ACEH,1207,ACEH TENGAH,1307,RUSIP ANTARA
1,ACEH,1207,ACEH TENGAH,1233,SILIH NARA
1,ACEH,269,ACEH TENGGARA,416,BABUL MAKMUR
1,ACEH,269,ACEH TENGGARA,536,BABUL RAHMAH
1,ACEH,269,ACEH TENGGARA,369,BABUSSALAM
1,ACEH,269,ACEH TENGGARA,397,BADAR
1,ACEH,269,ACEH TENGGARA,335,BAMBEL
1,ACEH,269,ACEH TENGGARA,492,BUKIT TUSAM
1,ACEH,269,ACEH TENGGARA,438,DARUL HASANAH
1,ACEH,269,ACEH TENGGARA,590,DELENG POKHKISEN
1,ACEH,269,ACEH TENGGARA,564,KETAMBE
1,ACEH,269,ACEH TENGGARA,270,LAWE ALAS
1,ACEH,269,ACEH TENGGARA,467,LAWE BULAN
1,ACEH,269,ACEH TENGGARA,299,LAWE SIGALA-GALA
1,ACEH,269,ACEH TENGGARA,613,LAWE SUMUR
1,ACEH,269,ACEH TENGGARA,647,LEUSER
1,ACEH,269,ACEH TENGGARA,516,SEMADAM
1,ACEH,269,ACEH TENGGARA,632,TANOH ALAS
1,ACEH,671,ACEH TIMUR,1063,BANDA ALAM
1,ACEH,671,ACEH TIMUR,792,BIREM BAYEUN
1,ACEH,671,ACEH TIMUR,672,DARUL AMAN
1,ACEH,671,ACEH TIMUR,1175,DARUL FALAH
1,ACEH,671,ACEH TIMUR,1158,DARUL IHSAN
1,ACEH,671,ACEH TIMUR,756,IDI RAYEUK
1,ACEH,671,ACEH TIMUR,1187,IDI TIMUR
1,ACEH,671,ACEH TIMUR,1037,IDI TUNONG
1,ACEH,671,ACEH TIMUR,1023,INDRA MAKMU
1,ACEH,671,ACEH TIMUR,718,JULOK
1,ACEH,671,ACEH TIMUR,996,MADAT
1,ACEH,671,ACEH TIMUR,838,NURUSSALAM
1,ACEH,671,ACEH TIMUR,972,PANTE BIDARI
1,ACEH,671,ACEH TIMUR,1080,PEUDAWA
1,ACEH,671,ACEH TIMUR,1201,PEUNARON
1,ACEH,671,ACEH TIMUR,870,PEUREULAK
1,ACEH,671,ACEH TIMUR,1119,PEUREULAK BARAT
1,ACEH,671,ACEH TIMUR,1098,PEUREULAK TIMUR
1,ACEH,671,ACEH TIMUR,948,RANTAU PEUREULAK
1,ACEH,671,ACEH TIMUR,909,RANTAU SELAMAT
1,ACEH,671,ACEH TIMUR,820,SERBAJADI
1,ACEH,671,ACEH TIMUR,1149,SIMPANG JERNIH
1,ACEH,671,ACEH TIMUR,924,SIMPANG ULIM
1,ACEH,671,ACEH TIMUR,1135,SUNGAI RAYA
1,ACEH,3205,ACEH UTARA,3206,BAKTIYA
1,ACEH,3205,ACEH UTARA,3916,BAKTIYA BARAT
1,ACEH,3205,ACEH UTARA,4069,BANDA BARO
1,ACEH,3205,ACEH UTARA,3867,COT GIREK
1,ACEH,3205,ACEH UTARA,3264,DEWANTARA
1,ACEH,3205,ACEH UTARA,4057,GEUREDONG PASE
1,ACEH,3205,ACEH UTARA,3280,KUTA MAKMUR
1,ACEH,3205,ACEH UTARA,3892,LANGKAHAN
1,ACEH,3205,ACEH UTARA,4021,LAPANG
1,ACEH,3205,ACEH UTARA,3320,LHOKSUKON
1,ACEH,3205,ACEH UTARA,3397,MATANGKULI
1,ACEH,3205,ACEH UTARA,3472,MEURAH MULIA
1,ACEH,3205,ACEH UTARA,3447,MUARA BATU
1,ACEH,3205,ACEH UTARA,3983,NIBONG
1,ACEH,3205,ACEH UTARA,3837,NISAM
1,ACEH,3205,ACEH UTARA,4079,NISAM ANTARA
1,ACEH,3205,ACEH UTARA,3943,PAYA BAKONG
1,ACEH,3205,ACEH UTARA,4033,PIRAK TIMUR
1,ACEH,3205,ACEH UTARA,3523,SAMUDERA
1,ACEH,3205,ACEH UTARA,3797,SAWANG
1,ACEH,3205,ACEH UTARA,3564,SEUNUDDON
1,ACEH,3205,ACEH UTARA,4004,SIMPANG KRAMAT
1,ACEH,3205,ACEH UTARA,3598,SYAMTALIRA ARON
1,ACEH,3205,ACEH UTARA,3633,SYAMTALIRA BAYU
1,ACEH,3205,ACEH UTARA,3672,TANAH LUAS
1,ACEH,3205,ACEH UTARA,3730,TANAH PASIR
1,ACEH,3205,ACEH UTARA,3749,T. JAMBO AYE
1,ACEH,5920,BENER MERIAH,6045,BANDAR
1,ACEH,5920,BENER MERIAH,6126,BENER KELIPAH
1,ACEH,5920,BENER MERIAH,5976,BUKIT
1,ACEH,5920,BENER MERIAH,6155,GAJAH PUTIH
1,ACEH,5920,BENER MERIAH,6139,MESIDAH
1,ACEH,5920,BENER MERIAH,6098,PERMATA
1,ACEH,5920,BENER MERIAH,5952,PINTU RIME GAYO
1,ACEH,5920,BENER MERIAH,6081,SYIAH UTAMA
1,ACEH,5920,BENER MERIAH,5921,TIMANG GAJAH
1,ACEH,5920,BENER MERIAH,6017,WIH PESAM
1,ACEH,4362,BIREUEN,4648,GANDAPURA
1,ACEH,4362,BIREUEN,4746,JANGKA
1,ACEH,4362,BIREUEN,4507,JEUMPA
1,ACEH,4362,BIREUEN,4410,JEUNIEB
1,ACEH,4362,BIREUEN,4709,JULI
1,ACEH,4362,BIREUEN,4858,KOTA JUANG
1,ACEH,4362,BIREUEN,4882,KUALA
1,ACEH,4362,BIREUEN,4947,KUTA BLANG
1,ACEH,4362,BIREUEN,4620,MAKMUR
1,ACEH,4362,BIREUEN,4689,PANDRAH
1,ACEH,4362,BIREUEN,4454,PEUDADA
1,ACEH,4362,BIREUEN,4835,PEULIMBANG
1,ACEH,4362,BIREUEN,4550,PEUSANGAN
1,ACEH,4362,BIREUEN,4925,PEUSANGAN SELATAN
1,ACEH,4362,BIREUEN,4903,PEUSANGAN SIBLAH KRUENG
1,ACEH,4362,BIREUEN,4363,SAMALANGA
1,ACEH,4362,BIREUEN,4793,SIMPANG MAMPLAM
1,ACEH,5138,GAYO LUES,5254,BLANGJERANGO
1,ACEH,5138,GAYO LUES,5152,BLANGKEJEREN
1,ACEH,5138,GAYO LUES,5231,BLANGPEGAYON
1,ACEH,5138,GAYO LUES,5221,DABUN GELANG
1,ACEH,5138,GAYO LUES,5139,KUTAPANJANG
1,ACEH,5138,GAYO LUES,5265,PANTAN CUACA
1,ACEH,5138,GAYO LUES,5211,PINING
1,ACEH,5138,GAYO LUES,5244,PUTERI BETUNG
1,ACEH,5138,GAYO LUES,5173,RIKIT GAIB
1,ACEH,5138,GAYO LUES,5187,TERANGUN
1,ACEH,5138,GAYO LUES,5275,TERIPE JAYA
1,ACEH,6397,KOTA BANDA ACEH,6398,BAITURRAHMAN
1,ACEH,6397,KOTA BANDA ACEH,6466,BANDA RAYA
1,ACEH,6397,KOTA BANDA ACEH,6477,JAYA BARU
1,ACEH,6397,KOTA BANDA ACEH,6409,KUTA ALAM
1,ACEH,6397,KOTA BANDA ACEH,6459,KUTA RAJA
1,ACEH,6397,KOTA BANDA ACEH,6449,LUENG BATA
1,ACEH,6397,KOTA BANDA ACEH,6421,MEURAXA
1,ACEH,6397,KOTA BANDA ACEH,6438,SYIAH KUALA
1,ACEH,6397,KOTA BANDA ACEH,6487,ULEE KARENG
1,ACEH,6591,KOTA LANGSA,6607,LANGSA BARAT
1,ACEH,6591,KOTA LANGSA,6638,LANGSA BARO
1,ACEH,6591,KOTA LANGSA,6617,LANGSA KOTA
1,ACEH,6591,KOTA LANGSA,6628,LANGSA LAMA
1,ACEH,6591,KOTA LANGSA,6592,LANGSA TIMUR
1,ACEH,6518,KOTA LHOKSEUMAWE,6537,BANDA SAKTI
1,ACEH,6518,KOTA LHOKSEUMAWE,6556,BLANG MANGAT
1,ACEH,6518,KOTA LHOKSEUMAWE,6519,MUARA DUA
1,ACEH,6518,KOTA LHOKSEUMAWE,6579,MUARA SATU
1,ACEH,6497,KOTA SABANG,6507,SUKAJAYA
1,ACEH,6497,KOTA SABANG,6498,SUKAKARYA
1,ACEH,6648,KOTA SUBULUSSALAM,6717,LONGKIB
1,ACEH,6648,KOTA SUBULUSSALAM,6664,PENANGGALAN
1,ACEH,6648,KOTA SUBULUSSALAM,6675,RUNDENG
1,ACEH,6648,KOTA SUBULUSSALAM,6649,SIMPANG KIRI
1,ACEH,6648,KOTA SUBULUSSALAM,6699,SULTAN DAULAT
1,ACEH,5463,NAGAN RAYA,5552,BEUTONG
1,ACEH,5463,NAGAN RAYA,83457,BEUTONG ATEUH BANGGALANG
1,ACEH,5463,NAGAN RAYA,5581,DARUL MAKMUR
1,ACEH,5463,NAGAN RAYA,5464,KUALA
1,ACEH,5463,NAGAN RAYA,5654,KUALA PESISIR
1,ACEH,5463,NAGAN RAYA,5482,SEUNAGAN
1,ACEH,5463,NAGAN RAYA,5517,SEUNAGAN TIMUR
1,ACEH,5463,NAGAN RAYA,5634,SUKA MAKMUE
1,ACEH,5463,NAGAN RAYA,5671,TADU RAYA
1,ACEH,5463,NAGAN RAYA,83454,TRIPA MAKMUR
1,ACEH,2452,PIDIE,2453,BATEE
1,ACEH,2452,PIDIE,2482,DELIMA
1,ACEH,2452,PIDIE,2533,GEULUMPANG TIGA
1,ACEH,2452,PIDIE,2527,GEUMPANG
1,ACEH,2452,PIDIE,3169,GLUMPANG BARO
1,ACEH,2452,PIDIE,3148,GRONG-GRONG
1,ACEH,2452,PIDIE,2568,INDRA JAYA
1,ACEH,2452,PIDIE,2618,KEMBANG TANJONG
1,ACEH,2452,PIDIE,3081,KEUMALA
1,ACEH,2452,PIDIE,2664,KOTA SIGLI
1,ACEH,2452,PIDIE,3164,MANE
1,ACEH,2452,PIDIE,2680,MILA
1,ACEH,2452,PIDIE,2701,MUARA TIGA
1,ACEH,2452,PIDIE,2720,MUTIARA
1,ACEH,2452,PIDIE,3099,MUTIARA TIMUR
1,ACEH,2452,PIDIE,2750,PADANG TIJI
1,ACEH,2452,PIDIE,2815,PEUKAN BARO
1,ACEH,2452,PIDIE,2864,PIDIE
1,ACEH,2452,PIDIE,2929,SAKTI
1,ACEH,2452,PIDIE,2979,SIMPANG TIGA
1,ACEH,2452,PIDIE,3032,TANGSE
1,ACEH,2452,PIDIE,3061,TIRO/TRUSEB
1,ACEH,2452,PIDIE,3191,TITEUE
1,ACEH,6166,PIDIE JAYA,6314,BANDAR BARU
1,ACEH,6166,PIDIE JAYA,6248,BANDAR DUA
1,ACEH,6166,PIDIE JAYA,6229,JANGKA BUYA
1,ACEH,6166,PIDIE JAYA,6294,MEURAH DUA
1,ACEH,6166,PIDIE JAYA,6167,MEUREUDU
1,ACEH,6166,PIDIE JAYA,6358,PANTERAJA
1,ACEH,6166,PIDIE JAYA,6369,TRIENGGADENG
1,ACEH,6166,PIDIE JAYA,6198,ULIM
1,ACEH,4086,SIMEULUE,4224,ALAPAN
1,ACEH,4086,SIMEULUE,4112,SALANG
1,ACEH,4086,SIMEULUE,4189,SIMEULUE BARAT
1,ACEH,4086,SIMEULUE,83456,SIMEULUE CUT
1,ACEH,4086,SIMEULUE,4087,SIMEULUE TENGAH
1,ACEH,4086,SIMEULUE,4148,SIMEULUE TIMUR
1,ACEH,4086,SIMEULUE,4178,TELUK DALAM
1,ACEH,4086,SIMEULUE,4129,TEUPAH BARAT
1,ACEH,4086,SIMEULUE,4204,TEUPAH SELATAN
1,ACEH,4086,SIMEULUE,83455,TEUPAH TENGAH
6728,SUMATERA UTARA,9497,ASAHAN,9596,AEK KUASAN
6728,SUMATERA UTARA,9497,ASAHAN,9719,AEK LEDONG
6728,SUMATERA UTARA,9497,ASAHAN,9631,AEK SONGSONGAN
6728,SUMATERA UTARA,9497,ASAHAN,9539,AIR BATU
6728,SUMATERA UTARA,9497,ASAHAN,9506,AIR JOMAN
6728,SUMATERA UTARA,9497,ASAHAN,9586,BANDAR PASIR MANDOGE
6728,SUMATERA UTARA,9497,ASAHAN,9565,BANDAR PULAU
6728,SUMATERA UTARA,9497,ASAHAN,9576,BUNTU PANE
6728,SUMATERA UTARA,9497,ASAHAN,9604,KOTA KISARAN BARAT
6728,SUMATERA UTARA,9497,ASAHAN,9618,KOTA KISARAN TIMUR
6728,SUMATERA UTARA,9497,ASAHAN,9498,MERANTI
6728,SUMATERA UTARA,9497,ASAHAN,9552,PULAU RAKYAT
6728,SUMATERA UTARA,9497,ASAHAN,9701,PULO BANDRING
6728,SUMATERA UTARA,9497,ASAHAN,9641,RAHUNING
6728,SUMATERA UTARA,9497,ASAHAN,9693,RAWANG PANCA ARGA
6728,SUMATERA UTARA,9497,ASAHAN,9649,SEI DADAP
6728,SUMATERA UTARA,9497,ASAHAN,9523,SEI KEPAYANG
6728,SUMATERA UTARA,9497,ASAHAN,9660,SEI KEPAYANG BARAT
6728,SUMATERA UTARA,9497,ASAHAN,9667,SEI KEPAYANG TIMUR
6728,SUMATERA UTARA,9497,ASAHAN,9681,SETIA JANJI
6728,SUMATERA UTARA,9497,ASAHAN,9687,SILAU LAUT
6728,SUMATERA UTARA,9497,ASAHAN,9530,SIMPANG EMPAT
6728,SUMATERA UTARA,9497,ASAHAN,9514,TANJUNG BALAI
6728,SUMATERA UTARA,9497,ASAHAN,9712,TELUK DALAM
6728,SUMATERA UTARA,9497,ASAHAN,9673,TINGGI RAJA
6728,SUMATERA UTARA,11635,BATU BARA,11665,AIR PUTIH
6728,SUMATERA UTARA,11635,BATU BARA,11679,LIMA PULUH
6728,SUMATERA UTARA,11635,BATU BARA,11636,MEDANG DERAS
6728,SUMATERA UTARA,11635,BATU BARA,11734,SEI BALAI
6728,SUMATERA UTARA,11635,BATU BARA,11651,SEI SUKA
6728,SUMATERA UTARA,11635,BATU BARA,11707,TALAWI
6728,SUMATERA UTARA,11635,BATU BARA,11721,TANJUNG TIRAM
6728,SUMATERA UTARA,9835,DAIRI,10003,BRAMPU
6728,SUMATERA UTARA,9835,DAIRI,9994,GUNUNG SITEMBER
6728,SUMATERA UTARA,9835,DAIRI,9984,LAE PARIRA
6728,SUMATERA UTARA,9835,DAIRI,9972,PARBULUAN
6728,SUMATERA UTARA,9835,DAIRI,9958,PEGAGAN HILIR
6728,SUMATERA UTARA,9835,DAIRI,9836,SIDIKALANG
6728,SUMATERA UTARA,9835,DAIRI,9883,SIEMPAT NEMPU
6728,SUMATERA UTARA,9835,DAIRI,9947,SIEMPAT NEMPU HILIR
6728,SUMATERA UTARA,9835,DAIRI,9934,SIEMPAT NEMPU HULU
6728,SUMATERA UTARA,9835,DAIRI,10009,SILAHISABUNGAN
6728,SUMATERA UTARA,9835,DAIRI,9897,SILIMA PUNGGA PUNGA
6728,SUMATERA UTARA,9835,DAIRI,10015,SITINJO
6728,SUMATERA UTARA,9835,DAIRI,9848,SUMBUL
6728,SUMATERA UTARA,9835,DAIRI,9914,TANAH PINEM
6728,SUMATERA UTARA,9835,DAIRI,9868,TIGALINGGA
6728,SUMATERA UTARA,8688,DELI SERDANG,8872,BANGUN PURBA
6728,SUMATERA UTARA,8688,DELI SERDANG,9039,BATANG KUIS
6728,SUMATERA UTARA,8688,DELI SERDANG,9102,BERINGIN
6728,SUMATERA UTARA,8688,DELI SERDANG,8966,DELI TUA
6728,SUMATERA UTARA,8688,DELI SERDANG,8906,GALANG
6728,SUMATERA UTARA,8688,DELI SERDANG,8689,GUNUNG MERIAH
6728,SUMATERA UTARA,8688,DELI SERDANG,8991,HAMPARAN PERAK
6728,SUMATERA UTARA,8688,DELI SERDANG,8760,KUTALIMBARU
6728,SUMATERA UTARA,8688,DELI SERDANG,9012,LABUHAN DELI
6728,SUMATERA UTARA,8688,DELI SERDANG,9051,LUBUK PAKAM
6728,SUMATERA UTARA,8688,DELI SERDANG,8801,NAMORAMBE
6728,SUMATERA UTARA,8688,DELI SERDANG,9065,PAGAR MERBAU
6728,SUMATERA UTARA,8688,DELI SERDANG,8775,PANCUR BATU
6728,SUMATERA UTARA,8688,DELI SERDANG,9082,PANTAI LABU
6728,SUMATERA UTARA,8688,DELI SERDANG,8957,PATUMBAK
6728,SUMATERA UTARA,8688,DELI SERDANG,9018,PERCUT SEI TUAN
6728,SUMATERA UTARA,8688,DELI SERDANG,8838,SIBIRU-BIRU
6728,SUMATERA UTARA,8688,DELI SERDANG,8729,SIBOLANGIT
6728,SUMATERA UTARA,8688,DELI SERDANG,8856,STM HILIR
6728,SUMATERA UTARA,8688,DELI SERDANG,8936,STM HULU
6728,SUMATERA UTARA,8688,DELI SERDANG,8973,SUNGGAL
6728,SUMATERA UTARA,8688,DELI SERDANG,8702,TANJUNG MORAWA
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11119,BAKTIRAJA
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11162,DOLOK SANGGUL
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11139,LINTONG NIHUTA
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11203,ONAN GANJANG
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11216,PAKKAT
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11127,PARANGINAN
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11084,PARLILITAN
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11105,POLLUNG
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11192,SIJAMAPOLANG
6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN,11237,TARABINTANG
6728,SUMATERA UTARA,8408,KARO,8433,BARUSJAHE
6728,SUMATERA UTARA,8408,KARO,8423,BERASTAGI
6728,SUMATERA UTARA,8408,KARO,8637,DOLAT RAYAT
6728,SUMATERA UTARA,8408,KARO,8519,JUHAR
6728,SUMATERA UTARA,8408,KARO,8409,KABANJAHE
6728,SUMATERA UTARA,8408,KARO,8620,KUTABULUH
6728,SUMATERA UTARA,8408,KARO,8564,LAUBALENG
6728,SUMATERA UTARA,8408,KARO,8580,MARDINGDING
6728,SUMATERA UTARA,8408,KARO,8645,MERDEKA
6728,SUMATERA UTARA,8408,KARO,8476,MEREK
6728,SUMATERA UTARA,8408,KARO,8496,MUNTE
6728,SUMATERA UTARA,8408,KARO,8655,NAMAN TERAN
6728,SUMATERA UTARA,8408,KARO,8593,PAYUNG
6728,SUMATERA UTARA,8408,KARO,8602,SIMPANG EMPAT
6728,SUMATERA UTARA,8408,KARO,8544,TIGABINANGA
6728,SUMATERA UTARA,8408,KARO,8670,TIGANDERKET
6728,SUMATERA UTARA,8408,KARO,8453,TIGAPANAH
6728,SUMATERA UTARA,12038,KOTA BINJAI,12057,BINJAI BARAT
6728,SUMATERA UTARA,12038,KOTA BINJAI,12049,BINJAI KOTA
6728,SUMATERA UTARA,12038,KOTA BINJAI,12072,BINJAI SELATAN
6728,SUMATERA UTARA,12038,KOTA BINJAI,12064,BINJAI TIMUR
6728,SUMATERA UTARA,12038,KOTA BINJAI,12039,BINJAI UTARA
6728,SUMATERA UTARA,7132,KOTA GUNUNGSITOLI,7133,GUNUNGSITOLI
6728,SUMATERA UTARA,7132,KOTA GUNUNGSITOLI,7220,GUNUNGSITOLI ALO'OA
6728,SUMATERA UTARA,7132,KOTA GUNUNGSITOLI,7230,GUNUNGSITOLI BARAT
6728,SUMATERA UTARA,7132,KOTA GUNUNGSITOLI,7193,GUNUNGSITOLI IDANOI
6728,SUMATERA UTARA,7132,KOTA GUNUNGSITOLI,7166,GUNUNGSITOLI SELATAN
6728,SUMATERA UTARA,7132,KOTA GUNUNGSITOLI,7182,GUNUNGSITOLI UTARA
6728,SUMATERA UTARA,11743,KOTA MEDAN,11810,MEDAN AMPLAS
6728,SUMATERA UTARA,11743,KOTA MEDAN,11818,MEDAN AREA
6728,SUMATERA UTARA,11743,KOTA MEDAN,11779,MEDAN BARAT
6728,SUMATERA UTARA,11743,KOTA MEDAN,11872,MEDAN BARU
6728,SUMATERA UTARA,11743,KOTA MEDAN,11803,MEDAN BELAWAN
6728,SUMATERA UTARA,11743,KOTA MEDAN,11786,MEDAN DELI
6728,SUMATERA UTARA,11743,KOTA MEDAN,11772,MEDAN DENAI
6728,SUMATERA UTARA,11743,KOTA MEDAN,11764,MEDAN HELVETIA
6728,SUMATERA UTARA,11743,KOTA MEDAN,11831,MEDAN JOHOR
6728,SUMATERA UTARA,11743,KOTA MEDAN,11744,MEDAN KOTA
6728,SUMATERA UTARA,11743,KOTA MEDAN,11844,MEDAN LABUHAN
6728,SUMATERA UTARA,11743,KOTA MEDAN,11859,MEDAN MAIMUN
6728,SUMATERA UTARA,11743,KOTA MEDAN,11838,MEDAN MARELAN
6728,SUMATERA UTARA,11743,KOTA MEDAN,11879,MEDAN PERJUANGAN
6728,SUMATERA UTARA,11743,KOTA MEDAN,11889,MEDAN PETISAH
6728,SUMATERA UTARA,11743,KOTA MEDAN,11866,MEDAN POLONIA
6728,SUMATERA UTARA,11743,KOTA MEDAN,11909,MEDAN SELAYANG
6728,SUMATERA UTARA,11743,KOTA MEDAN,11757,MEDAN SUNGGAL
6728,SUMATERA UTARA,11743,KOTA MEDAN,11851,MEDAN TEMBUNG
