id,provinsi,kabupaten,kecamatan,kelurahan,tps,timestamp,pemilih-1,pemilih-2,total-pemilih,total-pengguna,suara-total,suara-sah,suara-tidak-sah,c1-1,c1-2
1528653565361900010924,ACEH,ACEH JAYA,SAMPOINIET,ALUE GRO,TPS 1,2019-10-24 05:00:04,22,94,135,119,119,116,3,https://pemilu2019.kpu.go.id/img/c/900/010/900010924/5361-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010924/5361-1-C1-PPWP-X2.jpg
1528653565363900010927,ACEH,ACEH JAYA,SAMPOINIET,BABAH NIPAH,TPS 1,2019-10-24 05:00:04,15,73,125,92,92,88,4,https://pemilu2019.kpu.go.id/img/c/900/010/900010927/5363-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010927/5363-1-C1-PPWP-X2.jpg
1528653565367900010932,ACEH,ACEH JAYA,SAMPOINIET,BLANG MONLUENG,TPS 1,2019-10-24 05:00:04,56,164,258,228,228,220,8,https://pemilu2019.kpu.go.id/img/c/900/010/900010932/5367-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010932/5367-1-C1-PPWP-X2.jpg
1528653565365900010930,ACEH,ACEH JAYA,SAMPOINIET,COT LANGSAT,TPS 1,2019-10-24 05:00:04,9,82,117,94,94,91,3,https://pemilu2019.kpu.go.id/img/c/900/010/900010930/5365-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010930/5365-1-C1-PPWP-X2.jpg
1528653565391900010959,ACEH,ACEH JAYA,SAMPOINIET,COT PUNTI,TPS 1,2019-10-24 05:00:04,19,81,117,102,102,100,2,https://pemilu2019.kpu.go.id/img/c/900/010/900010959/5391-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010959/5391-1-C1-PPWP-X2.jpg
1528653565360900010922,ACEH,ACEH JAYA,SAMPOINIET,CRAK MONG,TPS 1,2019-10-24 05:00:04,14,139,185,158,158,153,5,https://pemilu2019.kpu.go.id/img/c/900/010/900010922/5360-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010922/5360-1-C1-PPWP-X2.jpg
1528653565360900010923,ACEH,ACEH JAYA,SAMPOINIET,CRAK MONG,TPS 2,2019-10-24 05:00:04,13,104,154,122,122,117,5,https://pemilu2019.kpu.go.id/img/c/900/010/900010923/5360-2-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010923/5360-2-C1-PPWP-X2.jpg
1528653565372900010940,ACEH,ACEH JAYA,SAMPOINIET,IE JEUREUNGEH,TPS 1,2019-10-24 05:00:04,20,200,244,225,225,220,5,https://pemilu2019.kpu.go.id/img/c/900/010/900010940/5372-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010940/5372-1-C1-PPWP-X2.jpg
1528653565364900010928,ACEH,ACEH JAYA,SAMPOINIET,JEUMPHEUK,TPS 1,2019-10-24 05:00:04,13,139,187,157,157,152,5,https://pemilu2019.kpu.go.id/img/c/900/010/900010928/5364-1-C-XXX-X5.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010928/5364-1-C-XXX-X6.jpg
1528653565364900010929,ACEH,ACEH JAYA,SAMPOINIET,JEUMPHEUK,TPS 2,2019-10-24 05:00:04,14,123,190,153,153,137,16,https://pemilu2019.kpu.go.id/img/c/900/010/900010929/5364-2-C-XXX-X5.jpg,https://pemilu2019.kpu.go.id/img/c/900/010/900010929/5364-2-C-XXX-X6.jpg
