id,provinsi,kabupaten,kecamatan,kelurahan,tps,timestamp,pemilih-1,pemilih-2,total-pemilih,total-pengguna,suara-total,suara-sah,suara-tidak-sah,c1-1,c1-2
1592060986112900012909,ACEH,BENER MERIAH,PERMATA,AYU ARA,TPS 1,2019-10-24 23:00:05,86,48,140,140,140,134,6,https://pemilu2019.kpu.go.id/img/c/900/012/900012909/1-6112-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012909/1-6112-1-C1-PPWP-X2.jpg
1592060986119900012918,ACEH,BENER MERIAH,PERMATA,BALE MUSARA,TPS 1,2019-10-24 23:00:05,130,118,254,254,254,248,6,https://pemilu2019.kpu.go.id/img/c/900/012/900012918/1-6119-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012918/1-6119-1-C1-PPWP-X2.jpg
1592060986124900012926,ACEH,BENER MERIAH,PERMATA,BALE PURNAMA,TPS 1,2019-10-24 23:00:05,63,24,94,85,88,87,1,https://pemilu2019.kpu.go.id/img/c/900/012/900012926/6124-1-C-XXX-X5.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012926/6124-1-C-XXX-X6.jpg
1592060986100900012875,ACEH,BENER MERIAH,PERMATA,BENER PEPANYI,TPS 1,2019-10-24 23:00:05,85,101,198,198,198,186,12,https://pemilu2019.kpu.go.id/img/c/900/012/900012875/1-6100-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012875/1-6100-1-C1-PPWP-X2.jpg
1592060986100900012876,ACEH,BENER MERIAH,PERMATA,BENER PEPANYI,TPS 2,2019-10-24 23:00:05,73,124,224,206,206,197,9,https://pemilu2019.kpu.go.id/img/c/900/012/900012876/1-6100-2-C1-PPWP-X3.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012876/1-6100-2-C1-PPWP-X4.jpg
1592060986100900012877,ACEH,BENER MERIAH,PERMATA,BENER PEPANYI,TPS 3,2019-10-24 23:00:05,79,94,187,181,181,173,8,https://pemilu2019.kpu.go.id/img/c/900/012/900012877/1-6100-3-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012877/1-6100-3-C1-PPWP-X2.jpg
1592060986100900012878,ACEH,BENER MERIAH,PERMATA,BENER PEPANYI,TPS 4,2019-10-24 23:00:05,74,95,176,174,174,169,5,https://pemilu2019.kpu.go.id/img/c/900/012/900012878/1-6100-4-C1-PPWP-X5.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012878/1-6100-4-C1-PPWP-X6.jpg
1592060986105900012889,ACEH,BENER MERIAH,PERMATA,BINTANG BENER,TPS 1,2019-10-24 23:00:05,72,143,234,224,224,215,9,https://pemilu2019.kpu.go.id/img/c/900/012/900012889/1-6105-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012889/1-6105-1-C1-PPWP-X2.jpg
1592060986105900012890,ACEH,BENER MERIAH,PERMATA,BINTANG BENER,TPS 2,2019-10-24 23:00:05,120,106,240,240,230,226,4,https://pemilu2019.kpu.go.id/img/c/900/012/900012890/2-6105-2-C1-PPWP-X3.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012890/2-6105-2-C1-PPWP-X4.jpg
1592060986101900012879,ACEH,BENER MERIAH,PERMATA,BINTANG PERMATA,TPS 1,2019-10-24 23:00:05,70,92,175,162,162,162,0,https://pemilu2019.kpu.go.id/img/c/900/012/900012879/1-6101-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012879/1-6101-1-C1-PPWP-X2.jpg
1592060986101900012880,ACEH,BENER MERIAH,PERMATA,BINTANG PERMATA,TPS 2,2019-10-24 23:00:05,52,92,163,149,149,144,5,https://pemilu2019.kpu.go.id/img/c/900/012/900012880/1-6101-2-C1-PPWP-X3.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012880/1-6101-2-C1-PPWP-X4.jpg
1592060986108900012899,ACEH,BENER MERIAH,PERMATA,BUNTUL PITRI,TPS 1,2019-10-24 23:00:05,87,126,230,228,221,213,8,https://pemilu2019.kpu.go.id/img/c/900/012/900012899/1-6108-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012899/1-6108-1-C1-PPWP-X2.jpg
1592060986108900012900,ACEH,BENER MERIAH,PERMATA,BUNTUL PITRI,TPS 2,2019-10-24 23:00:05,112,105,241,219,219,217,2,https://pemilu2019.kpu.go.id/img/c/900/012/900012900/1-6108-2-C1-PPWP-X3.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012900/1-6108-2-C1-PPWP-X4.jpg
1592060986118900012916,ACEH,BENER MERIAH,PERMATA,BURNI PASE,TPS 1,2019-10-24 23:00:05,99,99,222,208,206,198,8,https://pemilu2019.kpu.go.id/img/c/900/012/900012916/1-6118-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012916/1-6118-1-C1-PPWP-X2.jpg
1592060986118900012917,ACEH,BENER MERIAH,PERMATA,BURNI PASE,TPS 2,2019-10-24 23:00:05,118,94,243,221,221,212,9,https://pemilu2019.kpu.go.id/img/c/900/012/900012917/1-6118-2-C1-PPWP-X3.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012917/1-6118-2-C1-PPWP-X4.jpg
1592060986113900012910,ACEH,BENER MERIAH,PERMATA,CEDING AYU,TPS 1,2019-10-24 23:00:05,49,111,168,160,160,160,0,https://pemilu2019.kpu.go.id/img/c/900/012/900012910/1-6113-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012910/1-6113-1-C1-PPWP-X2.jpg
1592060986103900012885,ACEH,BENER MERIAH,PERMATA,DARUL AMAN,TPS 1,2019-10-24 23:00:05,50,158,233,211,211,208,3,https://pemilu2019.kpu.go.id/img/c/900/012/900012885/1-6103-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012885/1-6103-1-C1-PPWP-X2.jpg
1592060986103900012886,ACEH,BENER MERIAH,PERMATA,DARUL AMAN,TPS 2,2019-10-24 23:00:05,61,156,235,219,219,217,2,https://pemilu2019.kpu.go.id/img/c/900/012/900012886/7-6103-2-C1-PPWP-X3.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012886/7-6103-2-C1-PPWP-X4.jpg
1592060986102900012881,ACEH,BENER MERIAH,PERMATA,GELAMPANG WIH TENANG UKEN,TPS 1,2019-10-24 23:00:05,80,196,320,278,278,276,2,https://pemilu2019.kpu.go.id/img/c/900/012/900012881/3-6102-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/012/900012881/3-6102-1-C1-PPWP-X2.jpg
