id,provinsi,kabupaten,kecamatan,kelurahan,tps,timestamp,pemilih-1,pemilih-2,total-pemilih,total-pengguna,suara-total,suara-sah,suara-tidak-sah,c1-1,c1-2
1120714201432900003018,ACEH,ACEH TENGAH,KEBAYAKAN,BUKIT,TPS 1,2019-10-24 05:00:04,42,97,166,142,142,139,3,https://pemilu2019.kpu.go.id/img/c/900/003/900003018/1-1432-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/003/900003018/1-1432-1-C1-PPWP-X2.jpg
1120714201432900003019,ACEH,ACEH TENGAH,KEBAYAKAN,BUKIT,TPS 2,2019-10-24 05:00:04,33,164,240,201,201,197,4,https://pemilu2019.kpu.go.id/img/c/900/003/900003019/2-1432-2-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/003/900003019/2-1432-2-C1-PPWP-X2.jpg
1120714201433900003020,ACEH,ACEH TENGAH,KEBAYAKAN,BUKIT IWIH TAMI DELEM,TPS 1,2019-10-24 05:00:04,45,172,246,217,217,217,0,https://pemilu2019.kpu.go.id/img/c/900/003/900003020/2-1433-1-C1-PPWP-01.jpg,https://pemilu2019.kpu.go.id/img/c/900/003/900003020/2-1433-1-C1-PPWP-X2.jpg
1120714201433900003021,ACEH,ACEH TENGAH,KEBAYAKAN,BUKIT IWIH TAMI DELEM,TPS 2,2019-10-24 05:00:04,86,125,220,212,212,211,1,https://pemilu2019.kpu.go.id/img/c/900/003/900003021/2-1433-2-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/003/900003021/2-1433-2-C1-PPWP-X2.jpg
1120714201421900002986,ACEH,ACEH TENGAH,KEBAYAKAN,BUKIT SAMA,TPS 1,2019-10-24 05:00:04,57,72,156,132,132,129,3,https://pemilu2019.kpu.go.id/img/c/900/002/900002986/2-1421-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/002/900002986/2-1421-1-C1-PPWP-X2.jpg
1120714201421900002987,ACEH,ACEH TENGAH,KEBAYAKAN,BUKIT SAMA,TPS 2,2019-10-24 05:00:04,95,61,173,160,160,156,4,https://pemilu2019.kpu.go.id/img/c/900/002/900002987/1-1421-2-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/002/900002987/1-1421-2-C1-PPWP-X2.jpg
1120714201434900003022,ACEH,ACEH TENGAH,KEBAYAKAN,GUNUNG BAHGIE,TPS 1,2019-10-24 05:00:04,65,140,232,217,217,205,12,https://pemilu2019.kpu.go.id/img/c/900/003/900003022/1-1434-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/003/900003022/1-1434-1-C1-PPWP-X2.jpg
1120714201434900003023,ACEH,ACEH TENGAH,KEBAYAKAN,GUNUNG BAHGIE,TPS 2,2019-10-24 05:00:04,39,61,111,102,102,100,2,https://pemilu2019.kpu.go.id/img/c/900/003/900003023/1-1434-2-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/003/900003023/1-1434-2-C1-PPWP-X2.jpg
1120714201430900003012,ACEH,ACEH TENGAH,KEBAYAKAN,GUNUNG BALOHEN,TPS 1,2019-10-24 05:00:04,76,135,241,212,212,211,1,https://pemilu2019.kpu.go.id/img/c/900/003/900003012/2-1430-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/003/900003012/2-1430-1-C1-PPWP-X2.jpg
1120714201430900003013,ACEH,ACEH TENGAH,KEBAYAKAN,GUNUNG BALOHEN,TPS 2,2019-10-24 05:00:04,59,154,252,216,216,213,3,https://pemilu2019.kpu.go.id/img/c/900/003/900003013/1-1430-2-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/003/900003013/1-1430-2-C1-PPWP-X2.jpg
1120714201422900002988,ACEH,ACEH TENGAH,KEBAYAKAN,GUNUNG BUKIT,TPS 1,2019-10-24 05:00:04,54,158,255,214,214,212,2,https://pemilu2019.kpu.go.id/img/c/900/002/900002988/1-1422-1-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/002/900002988/1-1422-1-C1-PPWP-X2.jpg
1120714201422900002989,ACEH,ACEH TENGAH,KEBAYAKAN,GUNUNG BUKIT,TPS 2,2019-10-24 05:00:04,37,133,220,175,175,170,5,https://pemilu2019.kpu.go.id/img/c/900/002/900002989/1-1422-2-C1-PPWP-X1.jpg,https://pemilu2019.kpu.go.id/img/c/900/002/900002989/1-1422-2-C1-PPWP-X2.jpg
